,Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,USCS,Lithology,Density / Consistency
159,206,47.56003804,-122.3839874,303.0,3,291.0,46.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",ML,Clayey silt,Hard
160,206,47.56003804,-122.3839874,303.0,4,286.0,28.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",ML,Clayey silt,Very stiff
161,206,47.56003804,-122.3839874,303.0,5,281.0,58.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",ML,Clayey silt,Hard
162,206,47.56003804,-122.3839874,303.0,6,276.0,62.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",ML,Clayey silt,Hard
163,206,47.56003804,-122.3839874,303.0,7,271.0,72.0,3,272.0,264.5,"Tan, clean to slightly silty, medium to fine sand, dry to moist, very dense.",SP-SM,Sand,Very Dense
164,207,47.50293952,-122.3817477,205.2,1,205.2,2.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",SM-SP,Silty sand,Very loose
165,207,47.50293952,-122.3817477,205.2,2,200.2,22.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",SM-SP,Silty sand,Medium
166,207,47.50293952,-122.3817477,205.2,3,195.2,25.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",SM-SP,Silty sand,Dense
167,207,47.50293952,-122.3817477,205.2,4,190.2,38.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",SM-SP,Silty sand,Dense
168,207,47.50293952,-122.3817477,205.2,5,185.2,54.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",SM-SP,Silty sand,Very Dense
169,209,47.52752314,-122.3851158,370.8,1,365.8,50.0,2,365.8,360.8,"Yellowish brown silty, gravelly sand.",SM,Gravelly sand,Dense
170,209,47.52752314,-122.3851158,370.8,2,360.8,50.0,3,360.8,355.8,Grayish brown sand.,SW-SM,Sand,Dense
171,209,47.52752314,-122.3851158,370.8,3,355.8,37.0,4,355.8,350.8,Grayish brown gravelly sand.,SW-SM,Gravelly sand,Dense
172,216,47.58155577,-122.3844513,330.0,2,320.0,82.0,2,329.799999997,314.0,"Gray tan, silty fine sand with gravel and cobbles, moist.",SM,Silty sand,Very Dense
173,216,47.58155577,-122.3844513,330.0,8,290.0,61.0,3,314.0,203.5,"Gray, silty to slightly silty, fine to medium sand, dry to moist.",SM-SP,Silty sand,Very Dense
174,219,47.56063378,-122.3851306,314.8,1,312.8,29.0,2,314.699999999,304.3,"Tan mottled silty sand with gravel, with sandy silt areas, moist, medium dense.",SM-ML,Fill,Dense
175,219,47.56063378,-122.3851306,314.8,3,302.8,49.0,3,304.3,275.8,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
176,219,47.56063378,-122.3851306,314.8,4,299.8,35.0,3,304.3,275.8,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
177,219,47.56063378,-122.3851306,314.8,5,297.8,46.0,3,304.3,275.8,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
178,219,47.56063378,-122.3851306,314.8,6,292.8,55.0,3,304.3,275.8,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
179,219,47.56063378,-122.3851306,314.8,7,287.8,38.0,3,304.3,275.8,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
180,219,47.56063378,-122.3851306,314.8,8,282.8,34.0,3,304.3,275.8,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
181,219,47.56063378,-122.3851306,314.8,9,277.8,45.0,3,304.3,275.8,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
182,220,47.55952384,-122.384585,329.6,1,327.1,27.0,2,329.1,322.79999980900004,"Tan mottled, sandy silt with gravel, with silty sand layers, moist, medium dense.",SM-ML,Fill,Dense
183,220,47.55952384,-122.384585,329.6,6,307.1,91.0,5,308.80000076000005,300.6,"Gray silty clay with gravel and sand layers, and lenses, moist, hard.",CL,Silty clay,Hard
184,220,47.55952384,-122.384585,329.6,7,302.1,56.0,5,308.80000076000005,300.6,"Gray silty clay with gravel and sand layers, and lenses, moist, hard.",CL,Silty clay,Hard
185,221,47.56061222,-122.384429,304.3,1,302.3,2.0,1,304.3,297.3,"Gray to brown, sandy silt with clay and gravel, wet, very loose, fine grained sand.",ML,Fill,Very soft
186,221,47.56061222,-122.384429,304.3,2,296.8,22.0,2,297.3,293.3,"Gray to brown, clayey silt to silty clay, moist, hard.",ML-CL,Clayey silt,Very stiff
187,221,47.56061222,-122.384429,304.3,3,291.8,79.0,3,293.3,285.3,"Brown, silty gravelly sand, fine to medium grained sand, to sand with some silt and gravel, wet, very dense.",SM,Gravelly sand,Very Dense
188,221,47.56061222,-122.384429,304.3,4,286.8,63.0,3,293.3,285.3,"Brown, silty gravelly sand, fine to medium grained sand, to sand with some silt and gravel, wet, very dense.",SM,Gravelly sand,Very Dense
189,221,47.56061222,-122.384429,304.3,5,281.8,53.0,4,285.3,270.3,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
190,221,47.56061222,-122.384429,304.3,6,276.8,34.0,4,285.3,270.3,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
191,221,47.56061222,-122.384429,304.3,7,271.8,39.0,4,285.3,270.3,"Gray silty clay, moist, hard.",CH,Silty clay,Hard
192,222,47.55951075,-122.3852246,335.2,2,327.7,56.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",CL,Silty clay,Hard
193,222,47.55951075,-122.3852246,335.2,3,322.7,50.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",CL,Silty clay,Hard
194,222,47.55951075,-122.3852246,335.2,4,317.7,64.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",CL,Silty clay,Hard
195,222,47.55951075,-122.3852246,335.2,5,312.7,54.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",CL,Silty clay,Hard
196,222,47.55951075,-122.3852246,335.2,6,307.7,49.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",CL,Silty clay,Hard
197,229,47.52775955,-122.3859258,350.2,1,345.2,17.0,2,349.7,343.7,"Brown, slightly gravelly, slightly silty, fine grained sand with fragments of wood and organics, moist, loose.",,Fill,
198,229,47.52775955,-122.3859258,350.2,2,340.2,59.0,3,343.7,332.2,"Brown, slightly silty to silty, fine to medium grained sand with occasional gravel, moist, dense to very dense.",SP-SM,Sand,Very Dense
199,229,47.52775955,-122.3859258,350.2,4,330.2,91.0,4,332.2,319.2,"Gray, fine grained sand with occasional gravel, moist, dense.",SP,Sand,Very Dense
200,246,47.56141059,-122.383894,296.7,1,294.2,19.0,1,296.7,293.7,"Mottled, gray-brown, fine grained, sandy silt, very stiff",ML,Sandy silt,Very stiff
201,246,47.56141059,-122.383894,296.7,2,291.7,15.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",CL,Clay,Stiff
202,246,47.56141059,-122.383894,296.7,3,289.2,29.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",CL,Clay,Very stiff
203,246,47.56141059,-122.383894,296.7,4,284.2,33.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",CL,Clay,Hard
204,246,47.56141059,-122.383894,296.7,5,279.2,18.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",CL,Clay,Very stiff
205,247,47.5611915,-122.3835379,293.1,1,290.6,37.0,1,293.1,286.6,"Mottled, gray-brown, gravelly, fine grained, sandy silt hard",SM,Sandy silt,Dense
206,247,47.5611915,-122.3835379,293.1,2,285.6,23.0,2,286.6,279.1,"Blue-gray clay, very stiff to hard",CL,Clay,Very stiff
207,247,47.5611915,-122.3835379,293.1,3,280.6,35.0,2,286.6,279.1,"Blue-gray clay, very stiff to hard",CL,Clay,Hard
208,248,47.56133335,-122.3835834,293.5,1,291.0,19.0,1,293.5,285.699999809,"Mottled, gray-brown, silty clay to clayey silt, very stiff",CL-ML,Silty clay,Very stiff
209,248,47.56133335,-122.3835834,293.5,2,286.0,16.0,1,293.5,285.699999809,"Mottled, gray-brown, silty clay to clayey silt, very stiff",CL-ML,Silty clay,Very stiff
210,248,47.56133335,-122.3835834,293.5,3,281.0,20.0,2,285.699999809,279.5,"Blue-gray clay, very stiff",CL,Clay,Very stiff
211,249,47.51973773,-122.3947748,48.2,1,48.2,12.0,1,48.2,46.7,"Brown, slightly sandy, low plasticity silt with roots, wet, loose",ML,Topsoil / vegetation,Stiff
212,249,47.51973773,-122.3947748,48.2,2,43.2,26.0,2,46.7,31.700000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, stiff",ML,Silt,Very stiff
213,249,47.51973773,-122.3947748,48.2,3,38.2,26.0,2,46.7,31.700000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, stiff",ML,Silt,Very stiff
214,249,47.51973773,-122.3947748,48.2,4,33.2,25.0,2,46.7,31.700000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, stiff",ML,Silt,Very stiff
215,250,47.5197857,-122.3946915,38.7,1,38.7,3.0,1,38.7,36.7,"Brown to orangish-brown, slightly sandy, nonplastic silt with organics and roots, wet, loose",ML,Topsoil / vegetation,Soft
216,250,47.5197857,-122.3946915,38.7,2,33.7,26.0,2,36.7,22.200000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, very stiff to hard",ML,Silt,Very stiff
217,250,47.5197857,-122.3946915,38.7,3,28.700000000000003,39.0,2,36.7,22.200000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, very stiff to hard",ML,Silt,Hard
218,250,47.5197857,-122.3946915,38.7,4,23.700000000000003,36.0,2,36.7,22.200000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, very stiff to hard",ML,Silt,Hard
219,253,47.58582684,-122.3966881,105.8,2,98.8,67.0,3,100.8,97.8,"Dense, gray, silty fine sand",,Silty sand,
220,254,47.58544559,-122.3970312,110.6,1,107.1,11.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",,Sand,
221,254,47.58544559,-122.3970312,110.6,2,104.6,5.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",,Sand,
222,254,47.58544559,-122.3970312,110.6,3,102.1,4.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",,Sand,
223,254,47.58544559,-122.3970312,110.6,4,99.6,4.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",,Sand,
224,254,47.58544559,-122.3970312,110.6,5,97.1,17.0,3,98.1,95.6,"Very stiff, gray-brown and gray, clayey silt, moist, fine sand partings, iron-oxide stains",,Clayey silt,
225,254,47.58544559,-122.3970312,110.6,6,94.6,10.0,4,95.6,92.6,"Stiff, gray, silty clay, moist to wet, angular chunks in soft matrix, disturbed, blocky",,Silty clay,
226,254,47.58544559,-122.3970312,110.6,7,92.1,17.0,5,92.6,90.1,"Medium dense, gray, silty fine sand, wet",,Silty sand,
227,254,47.58544559,-122.3970312,110.6,8,89.6,18.0,6,90.1,88.6,"Hard, gray silty clay, moist, disturbed chunks in soft matrix",,Silty clay,
228,254,47.58544559,-122.3970312,110.6,9,87.1,44.0,7,88.6,80.6,"Hard, gray silty clay, moist, massive and laminated",,Silty clay,
229,254,47.58544559,-122.3970312,110.6,10,81.6,39.0,7,88.6,80.6,"Hard, gray silty clay, moist, massive and laminated",,Silty clay,
230,254,47.58544559,-122.3970312,110.6,11,77.1,70.0,8,80.6,66.6,"Dense to very dense, gray, silty fine sand and fine sandy silt, moist and wet, trace of decayed organics",,Silty sand,
231,254,47.58544559,-122.3970312,110.6,12,71.6,44.0,8,80.6,66.6,"Dense to very dense, gray, silty fine sand and fine sandy silt, moist and wet, trace of decayed organics",,Silty sand,
232,254,47.58544559,-122.3970312,110.6,13,67.1,68.0,8,80.6,66.6,"Dense to very dense, gray, silty fine sand and fine sandy silt, moist and wet, trace of decayed organics",,Silty sand,
233,254,47.58544559,-122.3970312,110.6,14,62.099999999999994,110.0,9,66.6,61.599999999999994,"Hard, gray clayey silt, moist, laminated",,Clayey silt,
234,261,47.58543484,-122.3973551,79.6,1,72.6,65.0,4,74.6,67.6,"Dense to very dense, gray-brown, silty to slightly silty, fine sand, moist",,Silty sand,
235,261,47.58543484,-122.3973551,79.6,2,68.6,75.0,4,74.6,67.6,"Dense to very dense, gray-brown, silty to slightly silty, fine sand, moist",,Silty sand,
236,261,47.58543484,-122.3973551,79.6,3,68.1,150.0,4,74.6,67.6,"Dense to very dense, gray-brown, silty to slightly silty, fine sand, moist",,Silty sand,
237,262,47.58547522,-122.3974011,70.5,1,60.5,110.0,3,62.0,58.0,"Interbedded, dense to very dense, silty fine sand and hard, brown and gray, clayey silt to silty clay, moist",,Silty sand,
238,262,47.58547522,-122.3974011,70.5,2,58.5,106.0,3,62.0,58.0,"Interbedded, dense to very dense, silty fine sand and hard, brown and gray, clayey silt to silty clay, moist",,Silty sand,
239,263,47.58463633,-122.3984007,68.9,1,66.4,4.0,2,68.4,55.900000000000006,"Brown, slightly silty to silty, fine to medium-grained sand with some gravel, moist, loose",SP-SM,Sand,Very loose
240,263,47.58463633,-122.3984007,68.9,2,61.400000000000006,7.0,2,68.4,55.900000000000006,"Brown, slightly silty to silty, fine to medium-grained sand with some gravel, moist, loose",SP-SM,Sand,Loose
241,263,47.58463633,-122.3984007,68.9,3,56.400000000000006,8.0,2,68.4,55.900000000000006,"Brown, slightly silty to silty, fine to medium-grained sand with some gravel, moist, loose",SP-SM,Sand,Loose
242,263,47.58463633,-122.3984007,68.9,4,51.400000000000006,6.0,4,55.400000000000006,48.400000000000006,"Brown, silty, fine-grained sand interbedded with silt, very moist, loose",SM,Silty sand,Loose
243,263,47.58463633,-122.3984007,68.9,5,46.400000000000006,7.0,5,48.400000000000006,43.900000000000006,"Brown, slightly silty, fine to medium-grained sand, moist, loose",SP-SM,Sand,Loose
244,263,47.58463633,-122.3984007,68.9,6,41.400000000000006,34.0,6,43.900000000000006,35.900000000000006,"Blue-gray, low plasticity silt interbedded with silty, fine-grained sand, very moist, dense",ML,Silt,Hard
245,264,47.58485087,-122.3980233,76.6,1,74.1,3.0,1,76.6,73.6,"Brown, sandy, low plasticity silt, very moist, very loose",ML,Sandy silt,Soft
246,264,47.58485087,-122.3980233,76.6,2,69.1,5.0,2,73.6,65.6,"Brown, silty, fine to medium-grained sand, very moist, very loose",SM,Silty sand,Loose
247,264,47.58485087,-122.3980233,76.6,3,64.1,59.0,3,65.6,61.599999999999994,"Blue-gray, clayey, medium plastic silt, very moist, hard",ML,Clayey silt,Hard
248,264,47.58485087,-122.3980233,76.6,4,59.099999999999994,34.0,4,61.599999999999994,51.099999999999994,"Brown, slightly silty, fine to medium-grained sand interbedded with low plasticity silt, moist to very moist, dense",SP-SM,Silty sand,Dense
249,264,47.58485087,-122.3980233,76.6,5,54.099999999999994,55.0,4,61.599999999999994,51.099999999999994,"Brown, slightly silty, fine to medium-grained sand interbedded with low plasticity silt, moist to very moist, dense",SP-SM,Silty sand,Very Dense
250,267,47.52293418,-122.3852008,203.1,1,196.1,18.0,1,203.1,193.1,"Gray, silty fine to medium sand, loose, wet",SM,Fill,Medium
251,267,47.52293418,-122.3852008,203.1,2,190.6,36.0,2,193.1,188.1,"Gray, fine sand with trace silt, medium dense",SP,Sand,Dense
252,267,47.52293418,-122.3852008,203.1,3,185.6,62.0,3,188.1,183.1,"Gray-brown, fine to medium sand with occasional gravel, dense",SP,Sand,Very Dense
253,267,47.52293418,-122.3852008,203.1,4,180.6,43.0,4,183.1,180.1,"Gray, fine to coarse sand with gravel, medium dense",SP,Sand,Dense
254,268,47.52302651,-122.3852567,202.4,1,194.9,3.0,2,194.9,184.9,"Gray, silty, fine to medium sand, loose, wet",SM,Fill,Very loose
255,268,47.52302651,-122.3852567,202.4,2,189.9,5.0,2,194.9,184.9,"Gray, silty, fine to medium sand, loose, wet",SM,Fill,Loose
256,268,47.52302651,-122.3852567,202.4,3,184.9,29.0,3,184.9,179.9,"Gray, fine to medium sand with gravel, and trace of silt, medium dense, wet",SP,Sand,Dense
257,268,47.52302651,-122.3852567,202.4,4,179.9,36.0,4,179.9,174.9,"Gray, fine to medium sand, medium dense",SP,Sand,Dense
258,268,47.52302651,-122.3852567,202.4,5,174.9,30.0,5,174.9,169.9,"Gray, fine sandy silt with small organic slivers, very stiff, wet",ML,Sandy silt,Very stiff
259,271,47.5880526,-122.3938692,145.6,1,142.6,45.0,1,145.6,140.6,Brown sandy loam with roots,,Silty sand,
260,271,47.5880526,-122.3938692,145.6,2,138.6,15.0,2,140.6,116.6,Brown fine to medium sand,,Sand,
261,271,47.5880526,-122.3938692,145.6,3,135.6,13.0,2,140.6,116.6,Brown fine to medium sand,,Sand,
262,271,47.5880526,-122.3938692,145.6,4,131.6,9.0,2,140.6,116.6,Brown fine to medium sand,,Sand,
263,271,47.5880526,-122.3938692,145.6,5,127.6,16.0,2,140.6,116.6,Brown fine to medium sand,,Sand,
264,271,47.5880526,-122.3938692,145.6,6,123.6,13.0,2,140.6,116.6,Brown fine to medium sand,,Sand,
265,271,47.5880526,-122.3938692,145.6,7,118.6,16.0,2,140.6,116.6,Brown fine to medium sand,,Sand,
266,271,47.5880526,-122.3938692,145.6,8,114.6,40.0,3,116.6,81.6,Gray silty clay,,Silty clay,
267,271,47.5880526,-122.3938692,145.6,9,101.6,36.0,3,116.6,81.6,Gray silty clay,,Silty clay,
268,271,47.5880526,-122.3938692,145.6,10,98.6,32.0,3,116.6,81.6,Gray silty clay,,Silty clay,
269,271,47.5880526,-122.3938692,145.6,11,95.6,38.0,3,116.6,81.6,Gray silty clay,,Silty clay,
270,271,47.5880526,-122.3938692,145.6,12,92.6,42.0,3,116.6,81.6,Gray silty clay,,Silty clay,
271,271,47.5880526,-122.3938692,145.6,13,89.6,68.0,3,116.6,81.6,Gray silty clay,,Silty clay,
272,271,47.5880526,-122.3938692,145.6,14,84.6,80.0,3,116.6,81.6,Gray silty clay,,Silty clay,
273,271,47.5880526,-122.3938692,145.6,15,81.6,62.0,4,81.6,67.6,Gray fine sand with lenses of gray silty loam,,Sand,
274,271,47.5880526,-122.3938692,145.6,16,78.6,75.0,4,81.6,67.6,Gray fine sand with lenses of gray silty loam,,Sand,
275,271,47.5880526,-122.3938692,145.6,17,75.6,65.0,4,81.6,67.6,Gray fine sand with lenses of gray silty loam,,Sand,
276,271,47.5880526,-122.3938692,145.6,18,72.6,72.0,4,81.6,67.6,Gray fine sand with lenses of gray silty loam,,Sand,
277,271,47.5880526,-122.3938692,145.6,19,64.6,68.0,5,67.6,59.599999999999994,Gray silty loam,,Topsoil / vegetation,
278,271,47.5880526,-122.3938692,145.6,20,62.599999999999994,80.0,5,67.6,59.599999999999994,Gray silty loam,,Topsoil / vegetation,
279,271,47.5880526,-122.3938692,145.6,21,58.099999999999994,85.0,6,59.599999999999994,55.599999999999994,"Gray, fine to medium sand with lenses of gray silty loam",,Sand,
280,272,47.58956732,-122.3922814,130.6,1,127.6,20.0,1,130.6,97.6,"Brown, fine to medium sand with roots and occasional gravel",,Sand,
281,272,47.58956732,-122.3922814,130.6,2,122.6,13.0,1,130.6,97.6,"Brown, fine to medium sand with roots and occasional gravel",,Sand,
282,272,47.58956732,-122.3922814,130.6,3,117.6,14.0,1,130.6,97.6,"Brown, fine to medium sand with roots and occasional gravel",,Sand,
283,272,47.58956732,-122.3922814,130.6,4,112.6,11.0,1,130.6,97.6,"Brown, fine to medium sand with roots and occasional gravel",,Sand,
284,272,47.58956732,-122.3922814,130.6,5,107.6,16.0,1,130.6,97.6,"Brown, fine to medium sand with roots and occasional gravel",,Sand,
285,272,47.58956732,-122.3922814,130.6,6,102.6,22.0,1,130.6,97.6,"Brown, fine to medium sand with roots and occasional gravel",,Sand,
286,272,47.58956732,-122.3922814,130.6,7,97.6,45.0,2,97.6,93.6,Gray silty clay with traces of gray fine sand,,Silty clay,
287,272,47.58956732,-122.3922814,130.6,8,90.6,8.0,3,93.6,85.6,Gray sandy loam,,Silty sand,
288,272,47.58956732,-122.3922814,130.6,9,85.6,23.0,4,85.6,77.6,Gray silty clay with lenses of gray silty loam,,Silty clay,
289,272,47.58956732,-122.3922814,130.6,10,78.6,60.0,4,85.6,77.6,Gray silty clay with lenses of gray silty loam,,Silty clay,
